id,age,gender,income,education,region,loyalty_status,promotion_usage,satisfaction_score,Frequency,Monetary
31405,33,Male,38875.0,HighSchool,North,Regular,0,4,4,13663.99
31410,29,Female,32132.0,College,South,Regular,1,4,12,13094.0
31419,29,Male,45105.0,College,North,Silver,0,4,4,14368.0
31428,35,Female,12209.0,College,South,Silver,0,5,1,4019.0
31430,27,Male,46513.0,Bachelor,East,Regular,1,5,9,17207.0
31432,31,Male,48743.0,College,East,Silver,0,4,22,16243.99
31443,23,Female,29567.0,College,South,Silver,0,5,1,8821.0
31448,35,Female,19516.0,Bachelor,North,Silver,0,5,2,7238.0
31452,28,Male,49439.0,Bachelor,North,Regular,0,5,6,19912.01
31463,29,Female,17883.0,Bachelor,North,Silver,1,6,2,6481.0
31471,31,Female,16184.0,HighSchool,West,Regular,0,5,1,5110.0
31483,25,Female,33317.0,HighSchool,East,Regular,0,6,4,9232.01
31484,22,Female,11688.0,Masters,East,Regular,0,6,1,3898.0
31491,29,Female,32002.0,College,West,Silver,0,4,7,12509.0
31505,28,Male,33258.0,HighSchool,East,Gold,0,6,4,11342.01
31514,28,Male,16727.0,College,East,Regular,1,5,2,5739.0
31528,25,Male,19997.0,College,East,Regular,0,5,1,7761.0
31530,20,Male,30956.0,College,East,Regular,0,4,5,10265.01
31541,31,Female,35272.0,College,West,Regular,0,6,6,10784.0
31551,30,Male,9383.0,Bachelor,East,Regular,0,4,1,3217.0
31554,38,Male,14466.0,HighSchool,West,Silver,0,5,1,5622.0
31565,37,Male,18426.0,Bachelor,West,Silver,1,4,1,5526.0
31570,21,Female,20964.0,Bachelor,East,Regular,0,4,1,7246.0
31571,18,Female,25102.0,College,East,Silver,0,6,1,7410.0
31591,32,Female,33894.0,College,North,Regular,0,4,2,13001.0
31592,26,Female,48195.0,Masters,East,Regular,0,6,13,19498.0
31596,29,Male,9104.0,Masters,North,Regular,0,4,1,3698.0
31623,28,Female,26024.0,Bachelor,North,Regular,1,4,6,8280.0
31632,28,Male,15943.0,Masters,North,Silver,1,5,1,5303.0
31635,32,Female,37261.0,College,West,Regular,1,4,12,15156.99
31651,33,Female,42270.0,College,East,Silver,0,6,5,11230.0
31660,28,Male,39229.0,Bachelor,East,Regular,0,5,6,15383.01
31682,33,Female,23764.0,College,East,Regular,0,6,1,9802.0
31686,33,Male,45631.0,Bachelor,West,Regular,0,6,14,15298.98
31691,29,Female,14872.0,Masters,West,Silver,1,6,1,4383.0
31693,21,Male,24480.0,HighSchool,East,Regular,0,5,7,10879.0
31695,30,Female,48704.0,College,North,Regular,1,5,7,19374.0
31698,26,Male,49620.0,Masters,North,Regular,0,3,13,16692.0
31699,29,Female,45797.0,Masters,East,Regular,1,5,9,19428.0
31701,28,Female,11656.0,Bachelor,West,Regular,0,5,1,4254.0
31704,40,Female,38821.0,College,South,Regular,1,3,6,17618.0
31720,30,Female,13762.0,Masters,East,Regular,0,5,1,4816.0
31728,31,Female,18980.0,HighSchool,North,Regular,1,5,4,7322.0
31732,34,Female,16039.0,Bachelor,West,Silver,0,6,1,5524.0
31734,28,Male,38047.0,HighSchool,East,Regular,0,6,9,14366.0
31738,33,Male,17159.0,Bachelor,South,Regular,0,6,6,8311.0
31744,28,Male,26716.0,Bachelor,South,Regular,1,6,1,9658.0
31745,31,Female,16422.0,Bachelor,East,Regular,1,5,1,6200.0
31759,39,Male,22282.0,Bachelor,East,Gold,0,3,5,11078.0
31764,26,Female,27438.0,College,North,Regular,0,5,4,9691.99
31775,29,Female,22701.0,College,South,Regular,0,5,3,6768.0
31777,38,Male,17206.0,HighSchool,West,Silver,0,5,3,6384.01
31781,31,Female,46675.0,College,East,Regular,0,7,18,18443.010000000002
31788,39,Male,33296.0,Bachelor,South,Regular,0,4,3,10692.0
31790,27,Male,11264.0,Bachelor,North,Regular,0,4,1,3224.0
31795,27,Male,33437.0,College,East,Regular,0,4,3,9416.0
31797,35,Male,26442.0,Bachelor,East,Regular,1,5,6,11659.0
31810,22,Female,46886.0,Masters,West,Regular,0,6,16,22028.01
31814,32,Male,45031.0,Masters,South,Regular,1,5,12,15703.0
31828,35,Female,33709.0,College,East,Regular,0,5,1,12636.0
31836,27,Male,10373.0,College,West,Silver,0,5,1,4185.0
31839,30,Female,26734.0,College,East,Regular,1,4,1,6915.0
31841,24,Male,29094.0,College,South,Regular,0,8,3,9809.0
31856,35,Female,15281.0,College,East,Regular,0,4,1,5446.0
31862,34,Male,20266.0,College,West,Silver,1,7,1,9599.0
31866,29,Male,5876.0,HighSchool,East,Silver,0,6,1,2123.0
31871,26,Female,47462.0,Masters,North,Regular,0,5,20,15127.99
31872,31,Male,45977.0,College,West,Silver,0,4,25,15086.01
31879,28,Female,19646.0,HighSchool,South,Regular,1,6,1,5781.0
31881,29,Male,11383.0,College,West,Regular,0,4,1,4163.0
31896,29,Female,6001.0,Bachelor,East,Regular,0,6,1,2414.0
31909,32,Female,39775.0,College,North,Gold,1,4,9,12004.0
31917,29,Female,37941.0,Bachelor,West,Silver,1,6,2,13259.0
31919,24,Female,10899.0,College,West,Regular,1,5,1,3584.0
31921,38,Male,36754.0,Bachelor,West,Regular,1,5,2,11740.0
31923,42,Male,6824.0,HighSchool,West,Regular,1,3,1,2827.0
31940,30,Male,25239.0,HighSchool,West,Regular,0,4,3,12151.0
31945,24,Male,17265.0,Masters,East,Regular,0,5,1,5008.0
31949,27,Female,15858.0,HighSchool,East,Regular,0,6,1,5324.0
31956,29,Female,14958.0,Bachelor,East,Regular,0,5,1,5835.0
31961,15,Female,6053.0,College,West,Silver,0,6,1,2103.0
31969,24,Male,19115.0,College,West,Regular,0,4,2,9044.0
31998,30,Female,25940.0,Bachelor,South,Regular,0,4,4,9388.99
31999,30,Male,30740.0,Masters,South,Silver,1,6,2,10227.0
32003,34,Male,12800.0,College,North,Silver,0,5,1,4147.0
32005,32,Male,7014.0,College,West,Regular,0,4,1,3040.0
32006,32,Female,20649.0,College,North,Gold,0,5,1,5994.0
32016,31,Male,8704.0,Bachelor,South,Gold,0,6,1,3388.0
32018,23,Female,22806.0,Bachelor,South,Regular,1,5,2,9917.0
32026,28,Female,25947.0,Bachelor,East,Gold,0,4,2,10209.0
32031,25,Male,48580.0,College,West,Regular,0,6,4,15637.0
32043,26,Male,20500.0,College,West,Regular,0,6,1,9582.0
32049,30,Male,47815.0,Bachelor,West,Silver,0,5,12,16794.010000000002
32056,27,Male,13537.0,College,North,Regular,1,5,1,4086.0
32057,34,Male,9503.0,College,South,Regular,1,4,1,3500.0
32061,24,Female,30208.0,Bachelor,East,Silver,0,4,2,11107.0
32072,29,Female,37100.0,Bachelor,East,Silver,1,4,6,14428.01
32073,28,Male,28145.0,College,East,Gold,0,6,3,11882.0
32074,32,Female,21208.0,HighSchool,West,Regular,0,5,1,7055.0
32081,29,Male,33901.0,Bachelor,East,Regular,0,5,6,12025.0
32088,36,Male,16968.0,Bachelor,East,Silver,0,7,3,7038.0
32093,31,Female,12120.0,Bachelor,North,Silver,1,6,1,4315.0
32097,26,Male,25139.0,College,South,Silver,0,4,9,9489.01
32103,22,Male,40210.0,College,West,Regular,0,5,7,11690.01
32109,29,Female,29523.0,Bachelor,North,Regular,0,6,1,10516.0
32115,27,Male,42497.0,HighSchool,West,Silver,1,4,9,18969.0
32119,38,Male,5089.0,College,East,Silver,1,4,1,1798.0
32124,35,Male,41530.0,Masters,West,Regular,0,5,7,14718.01
32128,32,Female,37039.0,College,South,Regular,0,8,3,10493.0
32134,29,Male,19703.0,College,West,Regular,1,4,1,6698.0
32135,30,Male,11673.0,Bachelor,North,Regular,0,5,1,4001.0
32139,41,Male,20594.0,HighSchool,East,Regular,0,6,1,6894.0
32142,28,Male,16650.0,College,East,Silver,0,6,1,5784.0
32160,33,Female,21966.0,HighSchool,East,Regular,0,5,1,9202.0
32179,35,Female,33089.0,HighSchool,South,Regular,0,6,2,12616.0
32181,26,Male,48963.0,College,North,Regular,0,6,6,20874.01
32183,34,Male,19188.0,Bachelor,South,Regular,0,5,1,5056.0
32187,31,Female,30912.0,College,North,Silver,0,5,3,12000.009999999998
32201,30,Female,27933.0,Bachelor,North,Silver,0,7,7,9422.99
32205,28,Male,16759.0,Bachelor,South,Silver,0,4,5,6130.01
32214,32,Male,32204.0,HighSchool,East,Regular,1,6,2,9666.0
32227,20,Male,46017.0,College,West,Gold,0,5,7,17806.01
32234,24,Female,29561.0,HighSchool,East,Regular,0,4,3,12442.0
32237,32,Female,17334.0,College,North,Regular,1,6,1,4854.0
32249,32,Female,42386.0,Masters,South,Regular,1,4,4,13857.0
32258,26,Female,23123.0,Bachelor,West,Silver,0,6,2,8695.0
32261,27,Female,37785.0,College,East,Silver,1,5,3,14174.0
32270,26,Female,28049.0,Masters,South,Regular,0,4,2,10537.0
32274,37,Male,7623.0,College,East,Silver,0,6,1,2516.0
32278,25,Female,11810.0,College,East,Regular,0,5,1,4021.0
32281,25,Male,31700.0,HighSchool,North,Silver,1,6,6,10545.99
32284,25,Male,11793.0,College,North,Regular,1,3,1,4307.0
32302,40,Male,13985.0,Masters,East,Regular,0,4,1,4235.0
32312,30,Female,10601.0,College,North,Regular,0,5,1,4221.0
32319,30,Female,43523.0,College,West,Silver,0,4,10,14131.009999999998
32320,27,Male,45683.0,Bachelor,West,Regular,1,6,9,14761.99
32321,27,Female,31401.0,Bachelor,West,Regular,0,5,9,10620.99
32322,26,Female,28445.0,College,South,Silver,1,6,6,11410.99
32326,22,Male,24830.0,College,East,Silver,1,4,1,7681.0
32340,31,Female,10489.0,College,East,Gold,0,5,1,4560.0
32343,33,Male,36800.0,College,North,Silver,1,3,6,17604.0
32348,35,Male,21051.0,Masters,North,Regular,0,5,1,7752.0
32367,27,Female,8762.0,HighSchool,East,Gold,0,6,1,3510.0
32374,27,Female,39385.0,College,South,Regular,0,4,5,13155.000000000002
32376,25,Female,27394.0,College,West,Regular,0,5,4,9207.0
32385,33,Male,42776.0,College,North,Regular,0,5,4,13393.0
32386,23,Male,41767.0,HighSchool,South,Silver,0,5,2,9699.0
32387,19,Male,49434.0,College,North,Silver,0,5,19,20024.01
32388,26,Female,32715.0,HighSchool,West,Regular,1,6,2,14133.0
32395,26,Male,26813.0,College,South,Regular,0,6,5,11966.0
32405,31,Female,20010.0,Masters,East,Regular,0,5,2,7002.0
32411,35,Female,13777.0,HighSchool,West,Regular,1,5,1,5699.0
32417,29,Male,23307.0,HighSchool,West,Regular,0,4,2,8108.0
32418,37,Male,15979.0,HighSchool,West,Regular,0,4,3,7134.0
32421,34,Female,17185.0,College,East,Silver,0,5,1,5685.0
32423,32,Male,17238.0,Bachelor,North,Regular,0,5,2,6356.0
32427,29,Female,24098.0,HighSchool,West,Silver,0,4,1,8146.0
32435,31,Male,41577.0,Bachelor,North,Gold,0,7,6,12623.01
32441,27,Male,40512.0,Bachelor,East,Gold,1,5,6,13467.0
32453,30,Female,27040.0,HighSchool,South,Regular,0,3,4,8450.01
32456,30,Male,49861.0,College,East,Gold,0,5,4,15404.0
32460,38,Female,31579.0,Bachelor,West,Regular,0,3,7,9509.0
32465,30,Female,22578.0,Masters,North,Regular,1,6,2,7777.0
32479,29,Female,11774.0,HighSchool,East,Regular,0,6,1,4578.0
32486,34,Female,45800.0,Bachelor,West,Regular,0,5,6,17313.99
32490,29,Male,21590.0,College,East,Regular,0,5,2,9161.0
32491,39,Male,30354.0,College,West,Silver,0,6,5,11318.000000000002
32496,28,Male,8241.0,Bachelor,East,Regular,0,5,1,2552.0
32498,33,Male,10011.0,Bachelor,West,Silver,0,5,1,3240.0
32511,32,Male,42167.0,College,West,Regular,1,5,12,16085.01
32535,32,Male,12524.0,College,East,Regular,0,4,1,2482.0
32538,26,Male,47335.0,Bachelor,South,Regular,0,3,19,17655.989999999998
32539,32,Female,10902.0,College,South,Silver,1,5,1,4176.0
32540,25,Female,41686.0,Bachelor,East,Regular,1,7,7,14163.009999999998
32541,32,Female,45057.0,Bachelor,West,Regular,0,5,9,20834.01
32547,33,Male,13704.0,College,East,Regular,0,6,1,4890.0
32550,22,Female,16836.0,College,West,Regular,0,5,1,5084.0
32577,28,Female,46336.0,Bachelor,East,Regular,1,3,3,14377.99
32580,29,Female,35538.0,Bachelor,East,Regular,0,6,4,12945.0
32582,27,Female,40244.0,College,West,Regular,0,5,8,12527.0
32591,32,Male,38438.0,College,West,Silver,1,4,6,13902.01
32593,26,Male,46527.0,HighSchool,West,Regular,1,6,16,17960.02
32609,36,Female,40505.0,Bachelor,South,Regular,1,5,9,14189.0
32611,28,Male,7141.0,HighSchool,West,Silver,1,5,1,2493.0
32613,24,Male,45697.0,Bachelor,North,Regular,0,4,2,10981.0
32614,26,Female,48500.0,College,West,Silver,0,6,7,21026.989999999998
32621,27,Female,40609.0,Bachelor,East,Regular,0,4,2,13582.0
32639,27,Male,30091.0,Masters,West,Regular,0,5,2,9367.0
32645,31,Female,27495.0,College,West,Regular,0,6,2,10414.0
32646,34,Female,35404.0,College,West,Regular,0,5,5,13514.0
32660,33,Male,21073.0,Bachelor,South,Regular,1,6,1,8855.0
32666,24,Male,48609.0,College,West,Gold,1,5,16,15529.0
32675,30,Male,18712.0,College,South,Regular,1,3,1,5831.0
32678,36,Female,11536.0,Bachelor,South,Regular,0,3,1,4360.0
32685,36,Male,46608.0,Bachelor,West,Gold,0,6,5,17428.0
32696,34,Male,28715.0,College,North,Regular,0,6,1,7673.0
32703,24,Male,20325.0,College,West,Regular,1,5,1,7691.0
32705,27,Female,42541.0,HighSchool,West,Regular,0,5,8,12043.0
32707,33,Male,36856.0,College,East,Regular,0,5,2,13383.0
32711,35,Male,6143.0,Bachelor,East,Silver,1,5,1,2142.0
32716,31,Female,25754.0,Masters,East,Gold,1,5,4,10040.0
32719,37,Female,14861.0,Bachelor,West,Silver,0,5,1,4843.0
32731,41,Female,25375.0,College,West,Regular,0,6,6,8974.0
32739,35,Female,17367.0,Bachelor,East,Regular,0,4,2,6493.0
32756,32,Male,20870.0,College,South,Regular,0,6,2,7609.0
32758,28,Female,34915.0,College,East,Silver,0,5,2,12945.0
32764,24,Male,37175.0,Bachelor,North,Regular,0,5,5,10137.0
32765,29,Male,39335.0,College,East,Silver,1,6,7,13796.990000000002
32771,27,Male,22736.0,Masters,East,Regular,1,3,1,9157.0
32775,39,Female,47974.0,College,South,Regular,0,6,6,16056.0
32783,20,Female,10309.0,Masters,East,Silver,0,5,1,3412.0
32797,36,Female,35252.0,Masters,East,Regular,1,5,1,11893.0
32799,20,Female,39990.0,College,East,Regular,0,6,5,15676.0
32808,36,Female,16431.0,Bachelor,East,Silver,0,5,1,6708.0
32810,27,Female,29495.0,Bachelor,West,Regular,0,5,1,8674.0
32815,23,Female,43174.0,HighSchool,East,Regular,0,5,8,12540.009999999998
32820,26,Female,33514.0,Bachelor,South,Silver,0,6,8,14389.0
32830,31,Male,33032.0,Masters,West,Silver,0,3,6,15507.0
32833,27,Female,23153.0,Bachelor,West,Regular,1,4,2,7056.0
32853,26,Female,17704.0,Bachelor,North,Silver,0,4,1,6854.0
32866,28,Male,31656.0,College,North,Silver,0,5,5,11258.0
32867,40,Female,29359.0,Bachelor,West,Silver,0,4,2,11652.0
32875,25,Male,6896.0,HighSchool,East,Regular,0,4,1,2080.0
32878,33,Male,32254.0,Bachelor,West,Gold,0,4,3,10379.0
32879,22,Female,13835.0,College,South,Regular,0,5,1,4890.0
32885,35,Male,30427.0,HighSchool,East,Regular,1,6,2,11800.0
32886,33,Female,6178.0,College,East,Regular,0,4,1,2398.0
32891,35,Male,34725.0,College,East,Silver,0,6,5,14305.01
32902,17,Male,22292.0,College,South,Gold,1,6,1,8573.0
32903,31,Male,9345.0,HighSchool,West,Regular,0,4,1,3334.0
32907,21,Male,15712.0,HighSchool,North,Regular,0,3,5,6866.0
32910,31,Female,42303.0,HighSchool,East,Regular,1,6,15,15980.99
32930,32,Male,23033.0,College,East,Regular,0,5,3,9696.99
32933,33,Female,35509.0,Bachelor,North,Gold,0,5,2,13564.0
32937,28,Female,22842.0,HighSchool,West,Regular,0,5,2,9015.0
32938,29,Male,19351.0,College,East,Silver,0,4,4,8623.0
32940,26,Female,49973.0,College,West,Gold,0,6,14,15166.02
32961,31,Female,40233.0,Masters,East,Silver,0,8,9,14261.0
32979,20,Male,23468.0,College,North,Gold,1,4,3,6725.0
32985,28,Male,38146.0,College,East,Regular,1,7,12,14087.0
32986,18,Female,30058.0,College,West,Regular,1,5,3,11365.0
32990,29,Female,29792.0,College,North,Regular,1,5,1,11854.0
32991,33,Male,12635.0,Bachelor,West,Gold,1,6,1,3843.0
32999,28,Female,31650.0,Masters,North,Regular,1,6,7,8739.0
33004,31,Male,45261.0,Masters,North,Regular,1,6,3,13256.0
33010,30,Female,13881.0,Masters,North,Silver,0,7,1,5947.0
33012,31,Male,8236.0,College,East,Silver,0,4,1,3323.0
33018,23,Male,35083.0,Bachelor,South,Regular,0,5,3,12365.0
33020,33,Female,38655.0,Bachelor,West,Silver,0,4,13,15699.02
33024,24,Female,46193.0,HighSchool,North,Regular,0,7,3,14647.0
33025,32,Female,23332.0,College,South,Regular,0,5,1,6610.0
33030,34,Female,23472.0,Masters,West,Regular,1,5,5,8286.0
33033,23,Female,13504.0,College,South,Silver,0,5,1,4715.0
33042,34,Male,28143.0,College,West,Regular,1,6,2,9973.0
33055,32,Male,27387.0,Bachelor,South,Gold,0,4,6,10696.01
33061,22,Female,8997.0,College,East,Regular,0,5,1,3143.0
33067,42,Male,47036.0,Bachelor,South,Regular,1,5,10,13232.99
33076,28,Female,18201.0,College,South,Silver,1,5,2,6469.0
33079,19,Male,11581.0,Bachelor,North,Regular,0,5,1,4289.0
33080,25,Female,33726.0,College,East,Silver,0,5,4,14045.009999999998
33083,32,Male,8305.0,Bachelor,North,Regular,0,5,1,3567.0
33089,29,Male,22073.0,HighSchool,West,Silver,0,7,1,5587.0
33101,32,Male,10813.0,Bachelor,East,Silver,0,6,1,4128.0
33111,27,Female,28198.0,College,East,Silver,0,6,6,9205.99
33114,29,Male,41125.0,College,South,Silver,0,3,14,15315.99
33115,29,Male,13920.0,Bachelor,West,Regular,1,4,1,5829.0
33119,30,Female,46065.0,College,North,Gold,0,5,4,14245.99
33132,29,Female,32335.0,Bachelor,East,Regular,0,4,6,12569.01
33135,31,Male,14728.0,College,West,Silver,0,5,1,5402.0
33138,28,Male,44027.0,Masters,West,Regular,0,6,16,18995.0
33141,32,Male,40336.0,HighSchool,North,Gold,1,6,8,17970.989999999998
33152,30,Male,34922.0,Bachelor,East,Gold,1,4,3,13408.99
33157,21,Female,45738.0,Bachelor,North,Silver,0,5,11,15960.99
33163,31,Male,5141.0,College,South,Regular,1,5,1,1670.0
33170,25,Female,24612.0,Masters,West,Regular,0,3,1,6950.0
33172,31,Female,35885.0,College,East,Silver,1,6,2,10680.0
33178,31,Female,28105.0,College,North,Regular,0,4,10,12324.02
33191,30,Male,35422.0,Bachelor,East,Regular,0,6,7,11594.0
33196,34,Male,15227.0,College,West,Silver,0,6,1,4425.0
33212,37,Male,37062.0,HighSchool,West,Silver,0,5,5,11431.0
33213,28,Male,16851.0,Bachelor,East,Regular,0,6,3,6908.01
33220,30,Female,19509.0,College,South,Regular,0,3,2,6578.0
33223,30,Female,5064.0,Masters,North,Regular,1,5,1,1580.0
33226,35,Male,30940.0,Bachelor,North,Regular,0,5,9,13018.01
33233,36,Male,35873.0,College,North,Regular,0,4,4,10593.0
33234,28,Male,26758.0,Bachelor,West,Regular,0,5,1,8229.0
33243,29,Female,27040.0,Bachelor,East,Regular,1,5,2,9326.0
33250,32,Female,34521.0,College,East,Regular,0,6,3,11370.0
33253,35,Male,14396.0,College,East,Silver,0,4,1,4748.0
33256,32,Male,16666.0,College,East,Regular,0,6,1,5784.0
33266,30,Female,18307.0,College,West,Regular,1,5,3,7284.0
33270,27,Male,21325.0,Bachelor,North,Silver,0,3,2,9793.0
33282,34,Male,21450.0,Bachelor,North,Regular,0,6,1,8100.0
33287,33,Male,10791.0,Bachelor,East,Silver,1,5,1,3615.0
33295,31,Female,12916.0,Bachelor,East,Regular,0,6,1,4779.0
33296,36,Female,35780.0,HighSchool,East,Regular,0,5,8,12450.98
33298,32,Male,16830.0,College,West,Regular,1,3,1,6379.0
33309,30,Female,45568.0,Bachelor,East,Regular,0,5,7,11721.0
33310,29,Male,5148.0,Bachelor,West,Silver,0,5,1,1646.0
33318,28,Female,6307.0,Bachelor,South,Gold,0,6,1,2535.0
33320,30,Female,5226.0,College,South,Regular,0,5,1,2147.0
33328,33,Female,40099.0,HighSchool,West,Regular,0,5,4,14286.0
33334,31,Male,9422.0,College,West,Silver,1,5,1,3364.0
33348,31,Female,27632.0,Bachelor,East,Silver,0,5,7,12785.02
33359,33,Female,17949.0,HighSchool,East,Regular,0,6,1,5783.0
33365,29,Male,22847.0,HighSchool,East,Regular,1,5,2,8389.0
33370,28,Female,11241.0,College,North,Regular,1,5,1,4280.0
33377,29,Male,26300.0,Masters,East,Regular,1,6,6,9550.99
33390,22,Male,32436.0,Bachelor,South,Regular,1,6,2,10662.0
33399,23,Female,24517.0,HighSchool,West,Regular,0,4,2,8763.0
33404,36,Male,45506.0,College,East,Silver,0,6,3,14731.0
33405,30,Female,16115.0,College,East,Silver,0,5,1,5431.0
33410,32,Male,44962.0,Bachelor,West,Silver,0,6,14,15699.98
33414,34,Female,15645.0,College,North,Gold,0,4,1,5820.0
33424,31,Female,32122.0,Masters,South,Regular,0,4,2,11572.0
33427,32,Female,28159.0,Bachelor,East,Regular,0,4,2,7407.0
33430,31,Female,42990.0,Masters,North,Regular,0,5,11,15595.0
33447,29,Male,38309.0,College,West,Regular,1,6,2,12083.0
33449,26,Male,28260.0,Bachelor,North,Regular,1,3,1,9486.0
33455,35,Female,10629.0,Bachelor,West,Gold,0,7,1,4008.0
33457,32,Male,48940.0,College,South,Silver,0,4,14,15101.0
33460,29,Male,23131.0,College,West,Silver,1,4,3,7210.0
33468,35,Female,24688.0,Bachelor,South,Silver,1,6,2,8938.0
33472,34,Male,44865.0,Bachelor,South,Regular,0,6,1,10524.0
33479,32,Female,40469.0,College,East,Regular,0,4,14,17089.02
33481,30,Male,36120.0,College,South,Silver,0,3,4,13163.009999999998
33496,29,Male,19648.0,Masters,North,Regular,0,3,1,5835.0
33500,29,Female,38401.0,College,South,Silver,1,5,12,15227.009999999998
33503,22,Female,43881.0,Masters,East,Silver,0,4,11,14689.01
33506,27,Male,13502.0,College,East,Silver,0,4,1,4619.0
33516,35,Male,8068.0,HighSchool,West,Silver,0,7,1,2828.0
33523,32,Female,11329.0,College,West,Regular,0,6,1,3323.0
33539,31,Male,48402.0,Bachelor,West,Silver,0,4,2,13759.0
33559,28,Female,41500.0,Bachelor,North,Gold,1,6,7,15640.999999999998
33561,33,Male,39315.0,College,East,Silver,1,5,8,16716.0
33563,36,Male,43215.0,HighSchool,North,Regular,0,5,3,13211.0
33568,24,Female,14771.0,HighSchool,South,Regular,0,4,1,6043.0
33570,23,Male,6599.0,Bachelor,East,Regular,1,5,1,2301.0
33572,37,Female,6953.0,Bachelor,South,Regular,0,5,1,2841.0
33595,34,Male,35294.0,HighSchool,North,Regular,0,7,6,10272.0
33600,35,Male,37730.0,Masters,East,Gold,0,5,4,14311.0
33606,27,Female,8623.0,College,East,Silver,1,4,1,3506.0
33609,29,Male,38337.0,Masters,West,Regular,0,5,5,14176.99
33622,27,Female,14554.0,College,East,Regular,0,5,1,4513.0
33625,26,Female,42320.0,Bachelor,East,Regular,1,5,15,17357.01
33635,28,Female,17500.0,HighSchool,North,Silver,0,6,4,6239.0
33637,32,Female,6149.0,College,North,Regular,0,6,1,1686.0
33639,25,Female,23336.0,College,West,Regular,0,5,2,8183.0
33641,19,Female,15316.0,College,South,Regular,1,7,1,4915.0
33649,32,Male,13413.0,College,West,Regular,0,3,1,4454.0
33653,36,Male,21329.0,Masters,North,Gold,0,5,1,5389.0
33657,27,Male,45321.0,College,West,Silver,1,5,14,16847.99
33660,32,Female,40801.0,College,East,Regular,1,4,4,13166.0
33676,29,Female,24734.0,HighSchool,East,Regular,0,6,3,8859.0
33677,27,Female,34397.0,College,East,Regular,1,6,5,13878.0
33682,33,Female,23913.0,Bachelor,East,Gold,1,5,3,7719.0
33685,21,Female,15961.0,College,East,Regular,0,7,2,5967.0
33704,30,Male,8891.0,College,South,Regular,0,5,1,3603.0
33705,29,Female,8326.0,HighSchool,East,Gold,0,4,1,2861.0
33712,27,Female,29950.0,College,North,Regular,0,4,3,11098.0
33732,21,Female,13092.0,College,East,Regular,0,5,2,5360.0
33736,28,Male,9810.0,College,East,Regular,0,4,1,3444.0
33740,24,Male,19152.0,Bachelor,South,Regular,1,3,2,6545.0
33754,34,Female,45370.0,Bachelor,East,Regular,0,3,6,14606.0
33768,24,Female,40877.0,HighSchool,West,Regular,0,6,6,14673.0
33772,26,Female,16486.0,HighSchool,East,Gold,1,5,4,6048.0
33773,26,Female,37232.0,Bachelor,West,Regular,0,5,1,9405.0
33790,32,Female,35377.0,HighSchool,East,Silver,0,6,7,13723.0
33802,35,Female,49341.0,HighSchool,East,Silver,1,5,7,21558.98
33803,30,Male,47740.0,HighSchool,West,Silver,1,5,2,14226.0
33804,34,Female,34408.0,Masters,North,Regular,1,4,3,11219.99
33807,31,Female,19228.0,College,North,Regular,0,5,2,6419.0
33817,39,Male,19739.0,College,West,Regular,0,4,4,6356.0
33834,30,Female,48649.0,College,North,Regular,1,5,9,15970.0
33839,23,Female,16573.0,Masters,South,Gold,0,5,1,6352.0
33840,25,Male,45630.0,Bachelor,West,Silver,1,5,7,17050.010000000002
33859,40,Male,29421.0,College,East,Regular,0,6,1,9959.0
33862,29,Male,13972.0,College,South,Gold,1,5,1,4632.0
33863,34,Female,48709.0,College,East,Gold,0,6,13,17691.99
33870,42,Male,40788.0,College,East,Regular,0,5,9,13416.01
33874,29,Male,22926.0,HighSchool,North,Silver,0,5,4,7678.0
33878,33,Male,36315.0,HighSchool,South,Silver,0,4,3,12750.99
33879,38,Female,20664.0,Masters,South,Silver,0,5,3,7215.0
33880,28,Male,30797.0,HighSchool,West,Regular,1,6,3,12482.990000000002
33884,27,Male,49861.0,HighSchool,East,Silver,0,6,15,19584.01
33887,38,Male,49195.0,College,East,Regular,0,8,6,18179.989999999998
33889,39,Female,48909.0,Bachelor,North,Gold,0,3,14,17060.0
33895,29,Male,35111.0,College,South,Regular,1,4,5,15021.0
33910,34,Female,48129.0,College,South,Regular,1,7,5,14269.0
33916,28,Female,29677.0,HighSchool,East,Regular,0,6,4,8828.0
33926,27,Male,9606.0,Bachelor,East,Regular,0,5,1,3178.0
33930,26,Male,8602.0,HighSchool,North,Regular,0,5,1,2500.0
33932,35,Female,24684.0,Bachelor,East,Regular,1,5,5,10003.01
33941,28,Female,44571.0,College,East,Silver,0,5,21,16297.99
33944,30,Female,26910.0,Bachelor,East,Silver,0,4,7,12016.0
33948,22,Female,31660.0,HighSchool,South,Regular,0,5,4,10840.0
33964,29,Male,18719.0,College,North,Regular,0,5,2,6535.0
33966,29,Male,43005.0,Bachelor,South,Silver,0,4,3,13646.0
33967,37,Male,14226.0,Bachelor,West,Silver,0,4,1,4623.0
33990,23,Male,44742.0,College,West,Regular,0,4,11,12188.0
34008,27,Male,35496.0,Bachelor,East,Regular,0,4,1,7960.0
34016,34,Female,17175.0,Bachelor,South,Regular,1,4,1,5735.0
34036,27,Female,25161.0,HighSchool,South,Regular,0,4,1,7939.0
34039,32,Female,26387.0,College,West,Regular,0,4,2,8593.0
34041,30,Male,33229.0,College,South,Regular,1,6,3,12049.99
34044,33,Male,38938.0,Bachelor,West,Regular,0,5,2,12746.0
34060,32,Male,32202.0,Masters,East,Regular,1,4,7,13431.0
