id,Order Date,Value
16276.0,2023-02-26,404.07
16276.0,2024-02-17,11455.66
16276.0,2023-02-11,612.65
16276.0,2022-12-29,1236.61
16277.0,2023-09-18,2274.0
16281.0,2023-12-17,2265.09
16281.0,2024-08-05,4914.49
16281.0,2023-07-20,3211.42
16291.0,2024-01-08,527.64
16291.0,2024-08-16,1359.28
16291.0,2023-08-11,8879.61
16291.0,2022-12-17,3593.47
16302.0,2024-01-24,3748.37
16302.0,2023-06-11,10820.63
16303.0,2024-04-12,5297.39
16303.0,2023-04-18,3261.61 GBP
16306.0,2023-01-10,1434.76
16306.0,2023-10-03,460.85
16306.0,2024-08-04,1139.95
16306.0,2023-04-18,4834.52
16306.0,2024-01-05,1694.99 GBP
16306.0,2022-09-08,876.93
16308.0,2023-08-20,2278.93
16308.0,2024-04-06,2530.19
16308.0,2024-08-06,426.22
16308.0,2023-05-21,3384.85
16308.0,2024-02-05,396.41
16308.0,2023-08-09,120.51
16308.0,2023-02-16,3151.89
16315.0,2024-06-16,2805.0
16317.0,2022-08-29,4674.99
16317.0,2024-08-12,2035.27
16317.0,2024-04-10,7487.45
16317.0,2022-05-29,1353.29
16320.0,2024-04-25,2531.03
16320.0,2023-02-28,8846.97
16321.0,2024-04-17,7236.51
16321.0,2023-01-27,5647.49
16324.0,2024-07-10,3433.0
16328.0,2024-05-30,3135.0
16332.0,2024-03-14,858.8
16332.0,2023-09-19,4940.2
16333.0,2022-01-20,153.98
16333.0,2022-07-25,468.87
16333.0,2024-03-01,£41.78
16333.0,2023-02-20,0.5
16333.0,2022-02-27,245.61
16333.0,2022-08-11,605.62
16333.0,2024-05-10,2239.59
16333.0,2022-09-26,879.85
16333.0,2024-05-29,388.19
16333.0,2024-08-11,333.71
16333.0,2022-09-14,1313.6
16333.0,2021-12-27,1389.26
16333.0,2022-12-21,2516.29
16333.0,2023-11-19,386.58
16333.0,2024-03-29,733.44
16333.0,2023-12-22,£211.07
16333.0,2023-06-10,751.88
16333.0,2023-04-03,1537.43
16333.0,2023-06-22,1.36
16333.0,2024-02-27,381.32
16333.0,2022-01-17,445.74
16333.0,2021-12-30,928.43
16333.0,2024-02-20,249.49
16333.0,2022-12-07,418.63
16333.0,2021-12-26,117.77
16345.0,2023-05-03,2731.17
16345.0,2023-12-12,2036.86
16345.0,2024-02-22,90.66
16345.0,2022-03-23,1798.68
16345.0,2022-09-17,560.44
16345.0,2023-12-11,85.22
16345.0,2023-09-03,221.95
16345.0,2022-01-13,2781.7
16345.0,2024-07-31,128.4
16345.0,2022-10-07,487.77
16345.0,2024-06-21,13.22
16345.0,2023-06-25,1566.43
16345.0,2022-06-08,718.59
16345.0,2023-03-21,1381.81
16345.0,2022-11-17,1267.53
16345.0,2023-11-11,97.77 GBP
16345.0,2021-11-07,90.8 GBP
16345.0,2024-03-09,468.03
16345.0,2021-11-02,687.98 GBP
16350.0,2023-11-17,1147.63
16350.0,2024-03-18,340.46
16350.0,2024-04-29,3047.46
16350.0,2022-10-03,3419.46
16358.0,2024-01-26,2580.67
16358.0,2023-11-15,1975.22
16358.0,2022-12-20,2472.11
16362.0,2024-04-23,2740.0 GBP
16368.0,2024-05-29,9796.74
16368.0,2024-03-15,2806.28
16368.0,2023-05-04,£2025.98
16370.0,2024-06-15,3918.35
16370.0,2023-07-01,7322.65
16371.0,2023-07-04,104.34
16371.0,2023-10-09,4292.86
16371.0,2024-03-24,172.28
16371.0,2023-01-16,1316.61
16371.0,2023-05-01,1055.0
16371.0,2022-08-07,1482.24 GBP
16371.0,2023-04-22,£1161.32
16371.0,2023-05-02,167.73
16371.0,2022-12-31,420.97
16371.0,2024-04-12,1724.18
16371.0,2022-12-01,775.52
16371.0,2024-02-07,£899.49
16371.0,2023-07-12,716.48
16371.0,2023-05-07,1779.62
16371.0,2024-01-26,213.04
16371.0,2022-08-04,1590.31
16373.0,2023-06-01,3508.9
16373.0,2023-02-08,3944.1
16383.0,2022-12-24,6685.65 GBP
16383.0,2024-09-02,2014.65
16383.0,2023-07-14,2109.81
16383.0,2022-07-07,4970.89
16387.0,2023-08-02,1049.29
16387.0,2023-04-27,2606.46
16387.0,2024-02-09,543.03
16387.0,2022-03-27,7763.69
16387.0,2023-06-03,135.38
16387.0,2022-12-25,1405.8
16387.0,2023-05-02,£2817.19
16387.0,2022-02-27,1942.16
16394.0,2024-08-18,2517.0
16398.0,2024-09-09,607.33
16398.0,2023-08-08,10600.41
16398.0,2022-12-29,2331.26
16399.0,2024-02-26,5300.0
16401.0,2024-02-21,5851.0
16408.0,2023-05-01,3291.13
16408.0,2023-01-31,316.74
16408.0,2022-10-14,2632.13
16410.0,2023-03-03,7966.0 GBP
16415.0,2022-12-05,6723.0
16421.0,2024-08-16,7869.71 GBP
16421.0,2023-02-24,674.72
16421.0,2022-09-18,3385.56
16422.0,2023-09-06,1870.0
16425.0,2023-08-01,872.13
16425.0,2023-02-09,2808.01
16425.0,2023-07-08,1471.14
16425.0,2024-06-17,761.65
16425.0,2023-07-15,1423.3
16425.0,2024-04-06,1381.02
16425.0,2024-06-23,605.82
16425.0,2024-08-19,582.71
16425.0,2024-07-16,238.93
16425.0,2024-04-01,18.94
16425.0,2023-09-03,778.07
16425.0,2023-06-12,2099.98
16425.0,2023-06-08,2362.51
16425.0,2023-04-23,£101.37
16425.0,2022-02-15,73.42
16432.0,2022-03-10,1190.01
16432.0,2023-06-20,237.0
16432.0,2022-06-25,176.28
16432.0,2022-07-01,1561.91
16432.0,2023-05-02,240.88
16432.0,2022-01-08,1021.32
16432.0,2023-12-26,171.54
16432.0,2022-02-07,176.1
16432.0,2023-12-13,1438.19
16432.0,2024-08-11,489.39
16432.0,2024-08-03,1950.24
16432.0,2022-03-16,2440.27
16432.0,2024-06-18,122.49
16432.0,2024-03-04,267.73
16432.0,2023-03-27,561.78
16432.0,2022-09-14,555.89 GBP
16432.0,2023-09-01,7.81
16432.0,2022-05-04,1192.03
16432.0,2022-10-13,1425.49
16432.0,2022-02-15,892.32
16432.0,2023-02-01,129.37
16432.0,2023-05-05,249.04
16432.0,2024-01-20,297.1
16432.0,2021-12-28,73.84
16435.0,2023-05-13,7371.0
16436.0,2023-09-24,1683.05
16436.0,2024-07-10,2083.72
16436.0,2024-02-12,2373.79
16436.0,2023-10-22,2348.71
16436.0,2023-06-18,1963.72 GBP
16441.0,2024-01-25,£370.02
16441.0,2023-10-21,6571.92
16441.0,2024-09-01,464.05
16441.0,2023-06-06,1948.01
16447.0,2024-02-15,714.2
16447.0,2023-05-19,325.54
16447.0,2023-11-24,130.0
16447.0,2024-07-03,1495.94
16447.0,2023-06-05,1873.93
16447.0,2024-07-09,2095.43
16447.0,2024-01-08,1938.56
16447.0,2024-03-13,1991.14
16447.0,2024-07-14,9.99
16447.0,2023-01-02,1796.27
16452.0,2023-12-12,4226.77
16452.0,2023-12-04,2008.6
16452.0,2023-02-06,493.11
16452.0,2023-11-07,2946.99
16452.0,2023-05-20,3026.25
16452.0,2022-11-25,742.29
16459.0,2024-01-17,5421.0
16461.0,2024-08-05,616.24
16461.0,2024-08-08,5893.92
16461.0,2024-03-22,324.45
16461.0,2023-05-31,557.22
16461.0,2023-10-25,816.22
16461.0,2023-05-22,1296.95
16462.0,2023-05-09,1842.53
16462.0,2023-07-17,3424.18
16462.0,2023-03-07,6197.29
16500.0,2023-03-05,52.58
16500.0,2023-05-07,559.71
16500.0,2022-10-25,4416.1 GBP
16500.0,2023-05-20,1026.07
16500.0,2024-02-28,771.8
16500.0,2022-10-09,40.74
16513.0,2024-03-09,1926.0
16518.0,2024-01-01,3620.63
16518.0,2023-03-25,4382.37
16521.0,2023-04-06,197.25
16521.0,2023-01-15,10468.75
16523.0,2024-03-07,3319.0
16529.0,2024-05-25,1176.72
16529.0,2023-12-12,6088.88 GBP
16529.0,2023-06-22,2736.4
16535.0,2023-06-13,£6653.47
16535.0,2023-08-04,3689.8
16535.0,2023-04-14,4390.73
16541.0,2024-06-11,2852.0
16555.0,2024-02-22,2614.41
16555.0,2023-11-13,9701.07
16555.0,2023-04-13,532.51
16559.0,2022-01-20,3522.74
16559.0,2022-06-29,5264.01
16559.0,2022-03-20,444.33
16559.0,2023-10-28,£1695.54
16559.0,2023-10-12,2362.68
16559.0,2023-11-02,£1006.24
16559.0,2021-09-26,771.46
16578.0,2022-10-13,1304.13
16578.0,2023-06-07,455.47
16578.0,2024-05-18,1340.99
16578.0,2022-12-22,111.16
16578.0,2023-11-14,1101.08
16578.0,2024-06-16,415.1
16578.0,2023-05-08,22.32
16578.0,2023-12-21,3120.76
16578.0,2023-08-17,1236.15
16578.0,2023-05-03,746.89
16578.0,2023-10-16,2820.28
16578.0,2023-09-01,722.77
16578.0,2022-12-12,10.18
16578.0,2022-09-22,374.74
16580.0,2024-01-31,3032.0
16585.0,2024-03-30,6635.82
16585.0,2023-09-07,1568.55
16585.0,2022-09-26,2408.63
16603.0,2023-12-05,71.54
16603.0,2023-04-25,9661.46
16605.0,2024-06-12,6619.63 GBP
16605.0,2024-02-18,2878.8
16605.0,2023-08-27,487.57
16607.0,2024-05-29,13737.98 GBP
16607.0,2023-05-10,93.02
16625.0,2023-10-15,4163.0
16636.0,2023-07-25,733.81
16636.0,2023-01-28,9422.19
16639.0,2024-06-26,377.45
16639.0,2023-06-08,8380.55
16645.0,2023-08-13,57.39
16645.0,2021-12-22,3967.82
16645.0,2023-09-14,2065.6
16645.0,2023-12-25,3678.48
16645.0,2023-05-09,1215.31
16645.0,2023-03-26,2300.51
16645.0,2023-11-02,1541.67
16645.0,2021-12-06,2179.21
16654.0,2023-08-29,4976.59
16654.0,2023-08-16,5679.23
16654.0,2022-10-28,2437.18
16667.0,2023-08-13,13677.0
16668.0,2023-04-16,6573.0
16671.0,2023-05-27,8946.89
16671.0,2023-02-03,1464.11
16673.0,2024-08-30,2003.0
16679.0,2023-12-26,202.58
16679.0,2023-04-30,6194.42
16681.0,2024-03-02,2796.0
16695.0,2023-03-08,£1287.26
16695.0,2024-02-14,95.72
16695.0,2023-08-23,2082.26
16695.0,2024-04-12,2324.62
16695.0,2023-01-11,1769.14
16696.0,2023-09-19,3596.0
16702.0,2023-10-07,3447.78
16702.0,2023-09-20,2467.82
16702.0,2022-12-23,5766.4
16704.0,2024-04-07,5931.0
16717.0,2023-03-21,2208.73
16717.0,2024-07-11,3561.73
16717.0,2023-05-18,2607.03
16717.0,2023-03-10,949.5
16727.0,2024-08-19,4082.0
16731.0,2024-01-13,2108.0
16736.0,2024-04-30,7428.86
16736.0,2023-04-30,6419.14
16737.0,2024-04-08,7233.33
16737.0,2023-08-02,6014.67
16751.0,2024-01-29,5197.0
16755.0,2023-05-26,3409.19
16755.0,2024-03-26,348.95
16755.0,2024-04-22,2612.45
16755.0,2023-10-14,1253.81
16755.0,2023-10-15,433.84
16755.0,2023-11-22,1116.71
16755.0,2022-05-22,4160.08
16755.0,2024-08-02,1966.29
16755.0,2022-03-18,4186.68
16766.0,2023-08-13,29.48
16766.0,2023-08-03,3887.27
16766.0,2024-04-13,463.22
16766.0,2022-12-06,4180.1
16766.0,2023-04-17,3652.29
16766.0,2022-11-19,1614.63
16775.0,2024-06-14,10516.3
16775.0,2023-05-23,1846.7
16784.0,2024-03-28,876.82
16784.0,2024-02-04,645.97
16784.0,2023-08-11,574.14
16784.0,2023-07-30,1181.17
16784.0,2024-06-25,363.38
16784.0,2023-04-30,4166.75
16784.0,2023-11-03,2002.63
16784.0,2024-02-03,1580.33
16784.0,2023-04-17,1412.82
16791.0,2024-05-25,1299.52
16791.0,2024-03-16,1675.36
16791.0,2023-10-19,1870.45
16791.0,2024-06-24,959.76
16791.0,2024-02-04,1214.87
16791.0,2023-08-25,781.99
16791.0,2023-01-03,680.06
16801.0,2024-05-28,1705.1
16801.0,2024-02-26,3946.59
16801.0,2023-03-10,404.32
16802.0,2023-04-06,2761.99
16802.0,2022-11-03,2397.96
16802.0,2022-07-27,3102.86
16802.0,2024-04-07,5675.17
16802.0,2023-09-03,1793.94
16802.0,2024-08-12,1766.93 GBP
16802.0,2022-01-24,2196.17
16804.0,2023-03-29,333.0
16804.0,2022-10-17,1051.39
16804.0,2024-01-20,2752.78
16804.0,2023-09-03,2151.61
16804.0,2024-01-11,8177.17
16804.0,2022-07-11,1807.06
16809.0,2023-11-25,3696.48
16809.0,2023-04-28,3763.88
16809.0,2023-02-11,618.28 GBP
16809.0,2024-06-30,1805.34
16809.0,2024-05-02,1683.38
16809.0,2023-02-03,1928.63
16815.0,2024-07-27,1062.42
16815.0,2024-07-09,558.18
16815.0,2023-08-07,2807.67
16815.0,2024-06-25,1941.83
16815.0,2023-04-26,1436.65
16815.0,2023-05-23,1698.08
16815.0,2022-10-16,2149.18
16816.0,2023-03-12,3698.41
16816.0,2024-04-07,1750.3
16816.0,2023-10-09,1925.4
16816.0,2023-01-19,1070.88
16817.0,2023-11-30,1396.73
16817.0,2023-11-29,234.95 GBP
16817.0,2024-07-02,1031.58
16817.0,2023-10-23,911.03
16817.0,2023-08-18,11106.71
16822.0,2023-11-25,11235.25
16822.0,2023-05-06,1782.75
16823.0,2023-03-09,6619.0
16824.0,2024-08-02,34.36
16824.0,2023-01-18,2775.46 GBP
16824.0,2023-12-21,732.55
16824.0,2023-02-15,580.2
16824.0,2024-08-31,559.11
16824.0,2023-02-10,1920.39
16824.0,2024-03-02,612.46
16824.0,2023-10-21,2966.12
16824.0,2022-11-02,436.35
16825.0,2021-12-09,465.41
16825.0,2022-11-12,759.31
16825.0,2023-08-07,840.86
16825.0,2022-07-30,1375.45
16825.0,2024-05-25,560.84
16825.0,2022-11-18,1244.96
16825.0,2021-10-23,1931.35
16825.0,2021-09-30,1461.22
16825.0,2023-08-17,1052.2
16825.0,2022-03-04,920.85
16825.0,2022-12-30,49.59
16825.0,2022-04-25,27.95
16825.0,2023-08-09,1790.32
16825.0,2024-05-22,301.83
16825.0,2023-03-24,2688.2
16825.0,2024-02-13,703.57
16825.0,2021-09-10,554.07
16843.0,2024-07-10,4654.0
16846.0,2024-03-11,4705.92
16846.0,2023-05-12,7368.25
16846.0,2022-11-09,2067.83
16847.0,2024-02-07,516.62 GBP
16847.0,2024-08-28,7304.62
16847.0,2024-03-07,7267.8
16847.0,2023-06-13,533.5
16847.0,2023-12-10,394.24
16847.0,2022-06-21,27.22
16854.0,2022-04-29,671.27
16854.0,2022-07-25,637.68
16854.0,2024-06-22,1994.84
16854.0,2023-03-01,2050.12
16854.0,2022-04-15,5742.22
16854.0,2022-03-06,7338.87
16862.0,2023-05-20,6391.0
16867.0,2023-11-23,3615.0
16870.0,2024-06-17,4928.02
16870.0,2023-05-03,8262.98
16885.0,2023-06-08,273.44
16885.0,2024-07-29,436.11
16885.0,2023-10-13,4700.45
16885.0,2023-01-26,1799.0
16886.0,2023-06-25,3494.41
16886.0,2023-10-13,318.81
16886.0,2023-11-21,1163.24
16886.0,2022-09-14,725.1
16886.0,2023-09-04,3534.0
16886.0,2022-06-01,5166.02
16886.0,2023-07-18,80.23
16886.0,2022-08-14,6200.39
16886.0,2024-05-24,202.14
16886.0,2022-03-05,628.66
16896.0,2023-02-19,9511.0
16911.0,2023-05-27,134.4
16911.0,2022-12-28,989.55
16911.0,2024-04-10,292.95
16911.0,2023-12-26,114.26
16911.0,2023-06-08,74.74
16911.0,2024-08-20,545.36
16911.0,2024-06-28,2105.28
16911.0,2023-07-21,1987.83 GBP
16911.0,2023-01-09,301.07
16911.0,2022-09-15,477.54
16911.0,2023-11-05,603.11
16911.0,2023-10-22,1658.95
16911.0,2023-04-12,28.3
16911.0,2022-07-08,4482.91
16911.0,2023-02-19,1079.4
16911.0,2023-04-20,302.49
16911.0,2022-07-24,1799.88
16911.0,2022-12-05,635.65
16911.0,2022-09-17,£469.56
16911.0,2022-03-02,138.76 GBP
16930.0,2023-12-29,4693.26
16930.0,2023-11-08,390.11
16930.0,2024-01-10,1118.39
16930.0,2022-12-21,2396.73
16930.0,2023-06-10,619.35
16930.0,2022-07-20,7042.18
16931.0,2024-08-01,2604.04
16931.0,2022-10-14,939.57
16931.0,2023-05-12,5947.45
16931.0,2023-10-27,2501.02
16931.0,2021-11-24,4079.93
16934.0,2023-01-30,995.56
16934.0,2023-06-06,486.4
16934.0,2023-09-18,2888.17
16934.0,2022-12-22,7483.7 GBP
16934.0,2023-09-25,818.88
16934.0,2022-12-15,£269.3
16948.0,2024-07-05,3814.26
16948.0,2024-05-27,855.61
16948.0,2022-10-29,318.03
16948.0,2023-12-17,372.84
16948.0,2023-07-20,2064.63
16948.0,2024-02-11,162.99
16948.0,2022-10-26,3141.64
16950.0,2023-06-03,4680.53
16950.0,2023-01-17,3878.47
16958.0,2024-02-29,949.28 GBP
16958.0,2023-12-03,1923.36
16958.0,2024-01-16,2310.4
16958.0,2024-04-05,485.93
16958.0,2023-07-07,£674.61
16958.0,2024-02-25,4922.96
16958.0,2023-05-25,467.46
16959.0,2023-03-04,3946.92
16959.0,2022-07-18,403.0
16959.0,2024-05-05,1108.06
16959.0,2024-02-26,7714.88
16959.0,2021-12-22,2506.14
16963.0,2024-06-23,2594.0
16987.0,2023-02-11,3821.34
16987.0,2023-05-10,1405.67
16987.0,2023-06-25,2681.41
16987.0,2024-05-17,2598.56
16987.0,2023-04-15,1050.22
16987.0,2024-07-08,84.29
16987.0,2023-02-05,297.51
16988.0,2023-08-24,2374.79
16988.0,2022-04-05,1416.88
16988.0,2023-04-16,2137.82
16988.0,2023-05-14,343.86
16988.0,2023-07-20,137.37
16988.0,2024-08-16,23.94
16988.0,2023-07-06,14.74
16988.0,2022-06-14,2563.52
16988.0,2023-09-19,209.89
16988.0,2023-05-27,241.58
16988.0,2024-01-11,343.29
16988.0,2022-07-08,69.57
16988.0,2023-12-12,337.57
16988.0,2022-12-21,£86.19
16988.0,2023-11-30,494.56
16988.0,2022-10-01,2204.54
16988.0,2022-03-10,1518.6
16988.0,2023-05-21,509.6
16988.0,2022-07-01,186.76
16988.0,2022-07-24,710.35
16988.0,2023-02-17,314.62
16988.0,2023-02-28,718.17
16988.0,2024-01-30,0.28
16988.0,2022-02-12,939.07
16988.0,2022-03-17,5.17
16988.0,2023-05-30,2070.79
16988.0,2021-10-13,184.48
16991.0,2023-08-31,40.44
16991.0,2023-11-14,6825.55
16991.0,2022-12-12,5402.01
17002.0,2024-06-21,2594.0
17003.0,2024-01-09,4521.0
17010.0,2024-02-19,2814.62
17010.0,2023-01-04,8758.33
17010.0,2022-09-18,1263.05
17013.0,2023-09-12,666.71
17013.0,2023-06-04,276.28
17013.0,2024-01-13,1706.55
17013.0,2024-06-25,3450.08
17013.0,2024-04-11,3505.99
17013.0,2023-10-15,719.99 GBP
17013.0,2023-01-04,400.41
17031.0,2023-11-10,530.96
17031.0,2024-04-29,4681.97
17031.0,2024-08-23,923.73
17031.0,2024-03-02,784.22
17031.0,2024-07-06,2434.06
17031.0,2023-08-03,1233.08
17034.0,2024-01-02,5406.0
17038.0,2024-04-19,£3550.53
17038.0,2023-11-08,440.76
17038.0,2024-06-02,594.95
17038.0,2023-08-07,4637.76
17050.0,2023-06-05,154.98
17050.0,2024-05-07,1185.77
17050.0,2023-01-19,371.52
17050.0,2022-09-05,5248.73
17053.0,2024-02-11,3897.8
17053.0,2024-08-26,3766.62
17053.0,2023-04-19,1861.58
17063.0,2024-04-14,898.34 GBP
17063.0,2024-01-06,500.51
17063.0,2024-08-12,2410.69
17063.0,2023-04-12,1191.42
17063.0,2023-05-30,557.78
17063.0,2023-06-01,1782.64
17063.0,2023-07-26,739.79
17063.0,2022-12-21,213.83
17064.0,2022-05-10,892.56
17064.0,2023-09-23,1016.07
17064.0,2022-10-08,568.32
17064.0,2024-04-08,1076.08
17064.0,2024-01-17,5587.58
17064.0,2023-10-13,2737.39
17064.0,2021-10-07,5973.0
17071.0,2024-06-07,2525.09
17071.0,2023-08-11,1705.71
17071.0,2024-08-20,£730.08
17071.0,2023-08-09,98.95
17071.0,2023-05-03,3123.19
17071.0,2023-10-21,182.24
17071.0,2023-01-22,5663.74
17079.0,2022-10-23,8152.99
17079.0,2023-06-12,1134.94
17079.0,2022-10-10,3467.07
17083.0,2024-07-20,667.07
17083.0,2022-09-16,3665.51 GBP
17083.0,2023-08-05,£1006.16 GBP
17083.0,2023-10-22,3140.41
17083.0,2024-01-16,3952.12
17083.0,2022-11-22,£2462.74
17083.0,2022-04-17,2757.0
17089.0,2023-10-03,3827.0
17091.0,2024-01-18,2108.3
17091.0,2022-11-03,2773.55
17091.0,2024-07-08,979.89
17091.0,2022-09-12,2556.35
17091.0,2022-12-12,583.28
17091.0,2024-07-18,336.89
17091.0,2024-01-25,333.59
17091.0,2023-07-06,4414.94
17091.0,2024-06-09,2790.45
17091.0,2022-12-29,144.14
17091.0,2024-06-07,24.61
17091.0,2022-12-16,967.24
17091.0,2022-06-21,315.15
17091.0,2022-05-30,1034.62
17092.0,2022-10-20,1148.89
17092.0,2024-04-02,7081.08
17092.0,2022-09-05,2584.02
17093.0,2024-04-03,5133.07
17093.0,2023-12-20,1887.35 GBP
17093.0,2022-11-11,2243.59
17094.0,2024-02-23,2238.0
17096.0,2023-03-24,1619.98
17096.0,2023-03-17,1863.38
17096.0,2024-01-09,2267.54
17096.0,2023-02-20,433.1
17097.0,2023-10-17,4009.0
17098.0,2023-09-10,7854.4
17098.0,2023-09-24,1842.97
17098.0,2023-03-10,3862.28
17098.0,2023-03-04,1301.35
17110.0,2023-08-12,1324.57
17110.0,2022-05-11,914.73
17110.0,2023-03-19,515.41
17110.0,2023-10-02,1499.57
17110.0,2023-04-21,74.58
17110.0,2022-05-11,684.31
17110.0,2024-03-31,1633.48
17110.0,2023-06-13,537.41
17110.0,2024-05-02,2742.91
17110.0,2022-09-05,409.78
17110.0,2023-03-31,902.9
17110.0,2023-05-22,261.79
17110.0,2023-07-23,3494.92
17110.0,2023-06-30,330.98
17110.0,2024-04-03,905.24
17110.0,2022-04-06,3089.42
17116.0,2022-08-21,26.54
17116.0,2022-06-11,705.26 GBP
17116.0,2024-07-27,5896.34
17116.0,2023-10-12,2981.32
17116.0,2024-07-02,546.64
17116.0,2024-06-06,3718.24
17116.0,2021-10-27,£1134.65
17135.0,2024-04-12,7800.93
17135.0,2024-05-22,1918.96
17135.0,2023-02-21,3066.11
17137.0,2024-02-16,4542.0 GBP
17150.0,2023-06-06,9580.48
17150.0,2023-02-14,591.52
17151.0,2023-06-15,8988.96
17151.0,2022-12-21,404.04
17156.0,2024-04-13,2633.0
17164.0,2023-11-23,1461.7
17164.0,2023-10-24,1016.11
17164.0,2022-12-30,19.03
17164.0,2023-09-07,3478.0
17164.0,2024-08-27,1853.83
17164.0,2022-12-18,1670.34
17165.0,2022-11-01,5287.24
17165.0,2023-01-16,1524.44
17165.0,2023-01-31,701.53
17165.0,2024-09-05,297.16
17165.0,2022-10-04,1148.62
17170.0,2023-09-23,4047.0
17173.0,2024-02-02,953.9
17173.0,2023-05-12,7390.01
17173.0,2023-05-10,2073.32
17173.0,2022-11-24,1964.77
17191.0,2023-05-24,671.65
17191.0,2023-09-27,613.78
17191.0,2024-07-10,217.03
17191.0,2024-03-03,1319.6
17191.0,2023-12-25,2630.06
17191.0,2023-05-04,3038.49
17191.0,2023-01-12,1076.59
17191.0,2023-02-12,1524.53
17191.0,2024-06-02,£466.98
17191.0,2022-10-22,216.78
17191.0,2023-06-12,99.5
17191.0,2023-06-21,217.99
17191.0,2023-08-28,174.87
17191.0,2022-09-19,952.15
17196.0,2024-03-11,762.54
17196.0,2023-11-26,3451.77
17196.0,2023-05-31,2973.81
17196.0,2024-07-17,31.23
17196.0,2023-09-02,985.57
17196.0,2023-01-24,3890.08
17201.0,2023-10-20,1350.21
17201.0,2022-09-23,6013.79
17202.0,2023-06-05,2408.96
17202.0,2024-01-27,4564.01
17202.0,2023-10-12,2530.01
17202.0,2022-03-30,2668.69
17202.0,2022-10-06,327.63
17202.0,2022-03-03,4993.69
17234.0,2022-11-13,£7256.96
17234.0,2022-10-30,707.04
17241.0,2024-03-17,581.52
17241.0,2023-10-03,5259.0
17241.0,2023-06-04,4008.48
17247.0,2023-07-07,7637.0
17248.0,2024-06-08,5552.02
17248.0,2023-04-21,1027.42
17248.0,2024-04-09,1303.6
17248.0,2022-10-20,411.96
17253.0,2023-09-22,168.6
17253.0,2024-08-31,1083.51
17253.0,2023-08-01,1477.25
17253.0,2023-09-25,1551.41
17253.0,2024-08-02,625.22
17253.0,2023-12-16,1716.87
17253.0,2024-02-05,1357.99
17253.0,2024-02-06,4669.07
17253.0,2024-01-14,1722.34
17253.0,2024-04-19,32.0
17253.0,2023-03-13,184.75
17255.0,2023-08-06,6488.0
17278.0,2024-02-10,1886.0
17285.0,2024-02-02,0.46
17285.0,2023-07-17,651.08
17285.0,2022-10-10,83.14
17285.0,2022-02-12,4472.05
17285.0,2023-09-25,1580.03
17285.0,2022-09-19,35.27
17285.0,2022-07-11,£1912.37
17285.0,2023-11-18,1.71
17285.0,2023-02-09,2058.03
17285.0,2022-10-20,2220.36
17285.0,2024-05-13,2277.41
17285.0,2022-08-10,35.39
17285.0,2022-01-21,618.7
17290.0,2024-06-01,3366.48
17290.0,2024-01-13,1718.94
17290.0,2023-03-29,166.22
17290.0,2023-08-16,554.76
17290.0,2022-10-19,961.59
17299.0,2024-01-18,1141.15
17299.0,2024-07-23,2533.13
17299.0,2023-12-02,279.27
17299.0,2024-06-13,1891.99
17299.0,2023-05-13,5728.35
17299.0,2022-07-04,5182.11
17309.0,2024-01-21,£3858.33
17309.0,2023-07-29,5690.9
17309.0,2022-12-21,3958.78
17314.0,2023-06-21,8309.0
17315.0,2024-06-24,2028.38
17315.0,2023-07-08,2710.16
17315.0,2022-09-21,2498.46
17318.0,2024-02-21,2462.96
17318.0,2023-01-25,975.9
17318.0,2023-01-24,692.55
17318.0,2023-04-24,1298.57
17318.0,2022-11-19,411.84
17318.0,2024-04-01,722.66
17318.0,2024-06-02,2638.67
17318.0,2023-01-21,5304.23
17318.0,2024-02-29,236.72
17318.0,2023-08-31,1349.7
17318.0,2022-12-16,178.08
17318.0,2024-07-03,2471.68
17318.0,2022-07-25,833.43
17319.0,2023-05-02,6038.0
17330.0,2023-08-24,7621.0
17338.0,2023-09-01,3298.0
17340.0,2023-08-24,1100.22
17340.0,2024-08-09,1643.93
17340.0,2024-05-04,73.73
17340.0,2023-05-05,869.82
17340.0,2023-06-06,433.67
17340.0,2023-03-27,2519.79
17340.0,2024-05-04,1085.06
17340.0,2023-04-12,789.55
17340.0,2024-04-21,904.89
17340.0,2023-08-14,874.15
17340.0,2022-10-14,2432.19
17343.0,2024-05-15,753.66
17343.0,2023-10-05,292.88
17343.0,2023-05-19,2030.37
17343.0,2023-04-29,914.63
17343.0,2023-01-20,2340.19
17343.0,2022-09-12,406.27
17347.0,2024-02-12,4521.0
17360.0,2024-04-01,4746.0
17365.0,2023-08-13,10867.0
17371.0,2022-05-05,2670.7
17371.0,2023-09-01,352.37
17371.0,2023-03-01,2895.37 GBP
17371.0,2024-04-06,2898.02
17371.0,2022-06-16,3983.34
17371.0,2022-03-01,3335.21
17373.0,2024-02-14,2734.04
17373.0,2023-06-23,1218.36
17373.0,2023-06-15,2427.14
17373.0,2023-03-30,2050.46
17377.0,2024-05-24,2452.91
17377.0,2024-01-14,3442.1
17377.0,2023-01-29,4985.05 GBP
17377.0,2023-01-19,96.94
17383.0,2024-01-06,702.16
17383.0,2024-02-16,953.63
17383.0,2024-06-08,6662.17
17383.0,2023-09-20,289.21 GBP
17383.0,2023-04-19,1718.83
17404.0,2023-03-05,7272.0
17412.0,2024-03-22,352.01
17412.0,2022-12-18,3364.29
17412.0,2023-10-02,281.51
17412.0,2023-12-29,336.73
