id,age,gender,income,education,region,loyalty_status,promotion_usage,satisfaction_score
37248,24,Male,8973,Masters,East,Regular,0,8
45547,34,Female,21224,Bachelor,South,Regular,1,4
7925,32,Female,23700,College,West,Regular,0,6
32128,32,Female,37039,College,South,Regular,0,8
16399,28,Male,19246,College,East,Silver,0,3
47111,34,Male,31922,HighSchool,West,Regular,1,5
89355,36,Female,24691,College,East,Silver,1,6
3290,29,Female,34639,HighSchool,East,Regular,0,6
64563,31,Female,8635,College,West,Regular,0,5
26893,30,Female,41089,Bachelor,East,Gold,0,5
2806,28,Female,49312,College,West,Regular,0,6
93219,30,Female,44212,Bachelor,West,Regular,0,5
98933,24,Female,29390,HighSchool,West,Silver,0,5
68251,36,Female,6079,HighSchool,East,Regular,0,5
20056,29,Female,49815,Masters,West,Regular,0,5
76530,25,Male,7806,Bachelor,West,Gold,0,6
27773,29,Female,7068,Bachelor,North,Silver,1,4
13944,28,Female,44881,Bachelor,South,Regular,0,7
64313,34,Male,5121,College,North,Silver,0,5
53520,21,Female,12651,Bachelor,East,Regular,0,5
69592,35,Male,30166,Bachelor,South,Regular,0,5
42855,32,Male,19330,College,North,Regular,0,5
89382,26,Male,40308,College,East,Gold,0,5
66643,36,Male,15001,Bachelor,West,Gold,0,5
46617,29,Female,38917,College,South,Regular,0,4
46371,29,Male,29228,College,West,Regular,0,4
65237,21,Female,47525,Bachelor,East,Regular,1,5
71944,29,Male,27939,College,East,Regular,0,5
10824,36,Female,34395,Bachelor,West,Regular,0,5
5121,32,Male,21543,College,East,Silver,0,4
75402,34,Male,45813,College,West,Regular,1,4
37222,24,Male,18737,Bachelor,South,Gold,1,5
64408,27,Female,42625,HighSchool,West,Gold,0,4
18466,26,Female,26997,Bachelor,North,Regular,1,3
7384,34,Male,43700,Bachelor,West,Silver,0,5
52011,30,Male,23737,Bachelor,South,Regular,0,3
72689,24,Female,40615,College,West,Regular,0,5
39952,34,Male,39098,Bachelor,East,Silver,0,5
12733,31,Female,10420,College,East,Regular,0,6
78830,27,Male,48439,College,East,Regular,0,3
71420,31,Male,22112,College,East,Regular,0,5
59796,31,Male,30339,Bachelor,West,Regular,0,4
23035,33,Male,37204,College,South,Silver,1,4
7702,43,Male,7086,College,West,Regular,0,4
78495,30,Female,47648,College,South,Regular,1,6
16350,28,Male,27188,College,South,Silver,0,4
31010,31,Female,27415,HighSchool,West,Regular,0,3
79068,28,Female,33142,Bachelor,East,Regular,0,6
76783,39,Female,42294,College,North,Regular,0,5
32134,29,Male,19703,College,West,Regular,1,4
34515,22,Male,28633,Bachelor,South,Silver,0,6
77931,25,Female,23981,HighSchool,East,Regular,1,4
21505,39,Male,21352,Bachelor,West,Regular,0,5
52059,30,Male,7513,Bachelor,East,Regular,0,6
31149,34,Male,5440,HighSchool,North,Gold,0,6
62428,32,Female,46067,College,North,Gold,0,5
89359,26,Male,20894,College,South,Silver,0,6
33704,30,Male,8891,College,South,Regular,0,5
48063,30,Female,45104,Masters,East,Regular,0,4
87530,33,Female,47834,Bachelor,East,Regular,0,4
44724,32,Male,15527,College,East,Regular,1,6
72284,33,Female,26609,Masters,East,Regular,0,5
42273,31,Female,31249,Bachelor,East,Silver,0,4
37235,28,Female,39902,College,West,Silver,0,7
76335,26,Male,29729,HighSchool,South,Regular,0,7
17330,29,Female,20832,Bachelor,South,Gold,0,4
87791,31,Female,31511,Bachelor,North,Regular,0,5
6433,28,Male,32571,College,North,Regular,0,6
25416,27,Female,23489,Bachelor,West,Regular,0,5
59610,27,Female,21673,College,North,Silver,0,4
56048,33,Male,26370,HighSchool,West,Regular,0,5
92467,35,Male,43690,Masters,North,Regular,0,5
23972,35,Male,26097,College,West,Regular,0,2
38411,33,Female,20223,College,East,Silver,1,6
42980,25,Male,40762,Bachelor,East,Silver,0,6
40236,33,Female,33702,HighSchool,East,Regular,0,4
95950,34,Male,21974,Bachelor,East,Regular,0,6
84848,29,Male,44817,HighSchool,North,Regular,1,4
76713,28,Male,48266,College,North,Regular,1,6
17255,37,Female,18135,Masters,West,Silver,0,3
79909,28,Male,32036,HighSchool,East,Silver,0,6
85388,27,Female,26482,Bachelor,South,Gold,0,4
32891,35,Male,34725,College,East,Silver,0,6
40661,24,Male,12514,College,West,Regular,0,4
42687,27,Female,16876,Bachelor,East,Silver,0,3
12163,26,Female,46091,College,West,Silver,0,3
95556,34,Male,26480,College,West,Regular,1,4
39446,26,Male,12246,HighSchool,West,Regular,0,5
76175,34,Female,37167,College,East,Regular,1,5
16702,27,Male,36352,Bachelor,West,Regular,0,5
89434,26,Male,25675,HighSchool,East,Regular,1,4
881,32,Male,11344,HighSchool,East,Silver,0,6
68728,40,Male,47127,Bachelor,East,Regular,1,5
86866,28,Male,49699,Bachelor,East,Regular,1,4
27054,33,Female,10200,Bachelor,West,Silver,0,5
91205,25,Female,20622,College,South,Silver,1,4
46508,31,Male,23196,Masters,South,Regular,0,3
41760,30,Female,40257,HighSchool,South,Regular,0,4
99152,28,Female,17769,College,North,Regular,1,5
35200,28,Female,10462,College,East,Regular,1,6
90799,32,Male,22931,HighSchool,East,Silver,1,4
80551,30,Female,40008,College,West,Silver,1,5
97418,32,Male,33570,College,West,Silver,0,4
6692,27,Male,33895,Bachelor,West,Gold,1,5
31367,33,Male,6108,College,North,Gold,0,4
98796,25,Female,31737,College,West,Silver,1,5
50872,25,Male,18622,Bachelor,North,Silver,0,5
86906,24,Female,17126,Bachelor,East,Silver,0,6
492,36,Female,19323,College,West,Regular,0,6
37926,38,Female,47870,College,East,Regular,0,4
74866,36,Male,12651,College,East,Regular,1,5
83594,29,Male,18712,Masters,North,Regular,1,5
64117,31,Male,41997,College,East,Regular,0,6
58851,30,Female,27287,College,West,Silver,0,6
88236,25,Female,23150,HighSchool,North,Regular,0,3
77699,33,Male,36177,Bachelor,East,Regular,1,6
424,36,Female,17648,HighSchool,West,Regular,0,4
24403,36,Female,11446,Bachelor,North,Silver,1,6
30311,30,Female,28711,Masters,North,Silver,0,3
53836,24,Male,18553,College,West,Silver,0,6
70060,17,Female,47837,College,West,Gold,0,5
83127,32,Male,36670,HighSchool,North,Regular,0,6
73648,33,Female,47685,College,West,Regular,1,5
7341,28,Male,45337,HighSchool,South,Regular,0,7
60043,13,Female,36747,College,North,Regular,1,5
52275,34,Female,20716,Bachelor,West,Regular,0,4
48554,31,Female,25229,College,South,Gold,1,5
3086,35,Female,18859,Bachelor,West,Regular,0,5
24469,30,Female,33037,Bachelor,North,Silver,0,5
24482,35,Female,28095,Masters,East,Regular,0,5
78877,28,Female,27452,Bachelor,North,Silver,0,5
74046,23,Male,17026,College,West,Silver,0,3
76046,28,Male,40499,College,East,Regular,0,5
68076,32,Female,22250,College,East,Silver,0,7
6412,35,Female,34773,College,East,Silver,1,6
51009,26,Female,9693,College,West,Regular,1,5
29935,38,Male,40321,College,South,Regular,0,5
97111,27,Female,25743,HighSchool,East,Regular,0,6
6323,26,Female,7982,HighSchool,East,Silver,1,5
34825,26,Male,29125,College,West,Silver,0,5
13769,29,Female,42302,College,East,Regular,0,5
77947,22,Female,43252,College,East,Silver,0,5
40126,29,Female,21369,HighSchool,South,Silver,0,4
36255,28,Male,49072,College,West,Regular,0,7
20139,39,Male,17567,College,East,Regular,0,4
57851,34,Female,48586,Bachelor,East,Silver,0,5
41997,28,Female,27042,HighSchool,South,Regular,0,6
30897,28,Female,11498,College,East,Regular,0,5
54198,26,Female,21172,Bachelor,North,Regular,0,6
79628,31,Female,36524,Bachelor,West,Regular,1,6
1867,25,Female,10425,Bachelor,North,Regular,0,4
66841,22,Male,10286,Bachelor,East,Silver,0,6
75078,32,Male,32293,College,East,Regular,1,4
16654,30,Male,37745,Masters,North,Regular,0,5
1249,36,Male,38852,HighSchool,West,Regular,0,5
61090,29,Female,43508,HighSchool,South,Regular,0,5
17445,34,Female,25016,College,South,Silver,0,5
74647,34,Female,24837,College,East,Silver,0,6
17234,33,Male,24589,College,East,Regular,1,6
54581,26,Male,21679,Bachelor,North,Silver,1,6
44097,33,Male,29719,College,North,Regular,0,6
30591,22,Female,44303,College,East,Regular,1,5
41949,33,Male,48671,Masters,South,Silver,1,6
47796,36,Male,44152,College,East,Silver,0,6
29160,23,Male,41276,HighSchool,West,Regular,0,5
99533,24,Female,8054,College,North,Regular,0,6
97990,25,Female,24984,College,South,Regular,0,5
98454,32,Male,45038,Bachelor,South,Regular,0,5
48910,33,Male,32201,HighSchool,North,Regular,0,2
76471,30,Female,24670,Bachelor,East,Regular,0,5
88533,30,Female,9942,HighSchool,North,Silver,1,5
61404,35,Male,23286,College,East,Regular,0,5
64081,41,Female,46367,HighSchool,South,Regular,0,5
72290,29,Male,26737,Masters,East,Silver,1,4
78608,22,Male,33211,Masters,East,Silver,0,6
93158,30,Female,21058,College,North,Silver,0,4
20362,33,Male,24598,College,South,Regular,0,6
84930,24,Male,28594,HighSchool,North,Regular,1,6
44182,30,Female,14638,College,South,Regular,0,6
85321,33,Male,28716,HighSchool,West,Regular,0,4
62838,34,Male,22194,Bachelor,West,Regular,0,3
44644,27,Male,33741,College,West,Gold,1,4
41054,28,Male,41401,College,East,Regular,0,4
45140,20,Male,37749,Masters,South,Regular,1,6
82341,32,Female,26862,Bachelor,East,Silver,0,4
5289,33,Male,21056,College,West,Regular,0,7
53787,28,Female,32522,HighSchool,East,Regular,0,4
16047,26,Male,42902,Bachelor,East,Regular,0,4
30157,29,Male,31774,HighSchool,East,Silver,0,5
99944,25,Female,15347,Masters,North,Regular,0,6
80439,31,Male,17067,Bachelor,North,Regular,0,5
36489,30,Male,19428,Bachelor,West,Regular,0,5
93008,26,Female,30598,Bachelor,North,Regular,0,5
44203,32,Female,9697,Bachelor,East,Regular,0,6
56839,32,Male,15235,Bachelor,East,Silver,0,5
59643,16,Female,12398,Bachelor,East,Gold,0,5
1481,36,Female,25750,Bachelor,North,Silver,0,5
53870,30,Female,13740,HighSchool,North,Silver,0,4
7715,26,Female,29964,College,South,Regular,0,5
40062,26,Female,14240,College,East,Regular,0,5
67982,26,Male,10364,College,North,Regular,1,5
51618,31,Female,16458,College,North,Regular,0,4
69176,38,Male,9401,College,South,Silver,1,5
29475,27,Female,15070,HighSchool,East,Gold,0,3
43385,35,Female,39713,Bachelor,North,Regular,0,6
15341,29,Male,40270,College,West,Silver,0,6
90676,27,Male,25699,Bachelor,West,Regular,1,6
53475,30,Male,37712,Bachelor,West,Regular,1,6
39982,25,Male,45243,College,East,Regular,0,4
8297,32,Male,21765,Bachelor,West,Silver,0,6
11322,27,Male,7133,College,North,Regular,0,6
6849,23,Male,11275,HighSchool,East,Silver,1,5
28584,29,Female,45689,Masters,South,Regular,1,5
6932,26,Female,25748,HighSchool,West,Regular,0,6
3712,36,Male,22275,College,South,Silver,0,5
88196,30,Female,35988,HighSchool,South,Regular,0,3
34041,30,Male,33229,College,South,Regular,1,6
42872,23,Male,31284,Bachelor,East,Regular,0,5
2399,36,Male,40411,College,North,Regular,1,5
12957,24,Male,9241,HighSchool,West,Silver,0,5
25885,31,Male,27025,Bachelor,South,Regular,0,5
35531,33,Male,19105,HighSchool,West,Regular,0,6
26538,21,Female,21570,Bachelor,South,Regular,0,6
63728,31,Female,6773,Bachelor,East,Regular,1,5
67963,24,Male,47441,College,North,Silver,0,6
22365,46,Male,6669,Masters,West,Silver,1,5
44081,19,Male,41608,College,East,Silver,0,5
83454,33,Male,14686,College,East,Silver,0,5
59732,36,Female,47796,College,West,Regular,0,4
11733,28,Female,39566,College,West,Gold,1,5
60167,18,Female,35817,Masters,South,Silver,1,5
89581,27,Female,45666,College,East,Regular,0,6
18117,23,Male,40435,College,East,Regular,0,7
71356,28,Female,14894,Bachelor,North,Regular,0,5
54403,40,Male,29256,Masters,East,Regular,0,6
16681,35,Male,7421,Bachelor,East,Regular,0,5
65071,31,Female,45099,Bachelor,North,Regular,0,5
81631,39,Female,37051,Bachelor,North,Regular,0,6
89918,37,Male,27036,College,East,Regular,0,5
44661,33,Male,46288,Bachelor,East,Regular,0,4
30293,33,Female,41682,Masters,East,Regular,0,6
63368,31,Female,7447,College,West,Gold,0,5
53266,34,Male,6319,College,East,Silver,1,4
21613,31,Male,19562,HighSchool,East,Silver,0,7
73387,24,Female,9487,College,West,Regular,0,6
32322,26,Female,28445,College,South,Silver,1,6
58456,33,Male,19911,HighSchool,North,Silver,1,4
2772,20,Female,22789,College,East,Regular,0,6
86639,30,Female,31639,Masters,East,Silver,1,4
14504,32,Female,31530,College,South,Regular,0,4
41842,31,Male,37259,College,East,Silver,0,4
34901,42,Male,39576,HighSchool,West,Silver,0,5
84358,28,Male,48853,HighSchool,North,Regular,0,4
20381,28,Male,22265,College,East,Silver,1,7
63617,31,Male,9886,College,West,Silver,0,1
52865,33,Female,35511,College,South,Regular,0,5
47040,21,Male,12862,HighSchool,South,Regular,0,4
6139,36,Female,31774,College,East,Regular,0,5
80833,32,Male,42359,College,East,Regular,0,3
61676,38,Male,35744,College,North,Regular,0,4
98134,27,Male,25627,College,West,Silver,0,5
13558,27,Female,44395,College,East,Gold,0,5
60991,33,Female,49782,Bachelor,East,Silver,0,3
83411,21,Male,40633,Bachelor,West,Regular,0,6
25254,28,Female,46976,Masters,West,Regular,1,3
38744,36,Female,22192,College,East,Regular,0,6
5448,26,Female,25726,Bachelor,South,Silver,0,5
80326,27,Male,30319,Masters,West,Regular,0,4
86180,36,Male,17021,College,West,Gold,1,5
57114,30,Male,13005,College,East,Regular,0,4
45944,27,Male,25476,Masters,East,Regular,0,6
42039,24,Male,23605,College,West,Gold,0,7
15347,31,Male,10965,Bachelor,East,Regular,1,4
9188,35,Female,6060,College,South,Regular,0,6
54522,32,Female,34435,College,South,Regular,1,4
80003,26,Female,27177,College,West,Regular,1,5
43670,35,Male,19296,College,East,Regular,0,4
26137,30,Male,8657,HighSchool,West,Regular,0,7
47588,40,Male,7332,College,South,Regular,0,4
82932,33,Male,18921,College,South,Regular,0,6
80458,28,Male,45718,Bachelor,West,Regular,0,3
89071,27,Female,37563,HighSchool,North,Regular,0,5
6560,31,Male,13700,College,West,Regular,1,5
1256,26,Male,39773,College,North,Silver,0,2
18949,35,Male,16233,Bachelor,South,Regular,0,6
84474,34,Female,27211,Bachelor,South,Silver,0,5
16410,29,Female,22468,Bachelor,East,Regular,1,3
48387,29,Female,25182,Bachelor,North,Gold,0,7
13615,26,Female,21040,Bachelor,East,Silver,0,5
23201,25,Male,44027,College,North,Regular,0,6
69200,31,Female,25587,College,South,Regular,0,5
30040,30,Male,47039,Masters,East,Gold,1,4
81562,26,Female,25260,Masters,West,Regular,0,5
97515,21,Male,16716,Bachelor,North,Regular,0,4
5344,29,Female,12691,Bachelor,West,Gold,0,5
56710,31,Male,45907,College,North,Gold,0,6
16394,39,Female,6925,Bachelor,North,Gold,0,5
16188,26,Female,17592,HighSchool,North,Silver,1,6
70920,36,Male,8169,Bachelor,East,Regular,0,5
49027,31,Male,35263,College,North,Silver,1,4
90263,27,Male,18272,College,West,Regular,1,5
93733,27,Male,33801,College,North,Regular,0,4
63642,29,Male,10281,Bachelor,West,Regular,0,4
87478,28,Female,47091,College,West,Regular,1,5
41188,31,Male,47116,College,North,Regular,1,6
43712,36,Male,15270,Bachelor,South,Regular,0,5
35873,27,Male,10173,College,North,Regular,0,4
62800,29,Female,22884,Bachelor,North,Regular,0,6
84715,34,Female,45503,HighSchool,East,Silver,1,5
42219,36,Female,31530,Bachelor,West,Silver,1,6
28748,22,Male,14009,College,East,Silver,1,4
26935,36,Male,24903,HighSchool,East,Regular,1,7
6167,29,Female,48061,College,West,Gold,0,5
47002,31,Female,10170,College,South,Regular,0,6
82551,31,Male,27974,College,North,Regular,0,6
48503,33,Male,32810,Bachelor,West,Regular,1,5
50270,37,Female,13564,Bachelor,West,Regular,0,4
76263,33,Male,6304,HighSchool,East,Regular,0,6
32321,27,Female,31401,Bachelor,West,Regular,0,5
42378,34,Female,10392,College,North,Regular,1,6
78420,32,Male,46400,HighSchool,East,Regular,1,4
51836,28,Female,34124,College,North,Regular,0,4
31009,28,Female,5420,College,West,Regular,0,6
67926,27,Male,27940,Bachelor,West,Regular,0,5
11099,31,Female,48290,Masters,East,Regular,0,5
75048,31,Male,49565,College,North,Regular,1,6
37779,29,Male,27930,College,East,Regular,0,5
2041,30,Male,5514,HighSchool,East,Regular,0,6
96698,34,Female,46353,College,West,Regular,1,5
3310,35,Male,8711,Bachelor,North,Regular,1,6
38631,28,Male,7976,Bachelor,West,Regular,1,6
36267,27,Male,38408,HighSchool,East,Regular,1,6
24356,32,Male,5548,College,North,Regular,1,7
51133,23,Male,19626,Bachelor,West,Silver,0,6
19816,27,Male,22443,College,West,Regular,0,5
5277,38,Male,29412,HighSchool,East,Regular,0,5
12790,37,Female,11084,HighSchool,West,Regular,0,6
74420,27,Male,34859,College,North,Regular,0,4
48358,26,Male,44231,Bachelor,West,Regular,0,5
29660,31,Male,46726,Bachelor,East,Regular,0,4
75545,30,Male,37752,College,East,Regular,0,6
45816,30,Female,18008,HighSchool,West,Regular,1,5
62201,23,Female,24768,HighSchool,North,Regular,0,4
37301,28,Female,7694,College,West,Regular,1,3
36683,38,Male,10575,Bachelor,West,Gold,1,6
19893,33,Female,49897,Bachelor,East,Regular,1,6
4879,31,Male,16876,HighSchool,East,Regular,0,6
35480,32,Male,36476,College,South,Regular,1,6
24785,32,Male,5618,HighSchool,South,Regular,0,5
33348,31,Female,27632,Bachelor,East,Silver,0,5
66954,28,Female,45554,Bachelor,East,Regular,1,7
93224,35,Male,39236,Bachelor,East,Regular,0,6
16345,25,Female,46007,Bachelor,North,Silver,0,4
72927,31,Female,37613,Masters,South,Regular,0,4
85510,36,Male,19331,Bachelor,North,Silver,1,5
19101,32,Female,7463,HighSchool,East,Silver,0,5
2448,28,Male,32395,Bachelor,South,Silver,1,8
52877,32,Female,26578,Masters,North,Regular,0,6
33966,29,Male,43005,Bachelor,South,Silver,0,4
57946,22,Female,49359,College,East,Gold,1,5
57099,31,Male,28948,HighSchool,West,Regular,0,4
89236,19,Female,26382,Bachelor,East,Silver,0,5
69969,25,Male,22529,Bachelor,West,Gold,1,6
10021,29,Female,24949,College,West,Silver,0,4
62687,34,Male,23516,College,East,Silver,0,4
83675,33,Female,6690,HighSchool,South,Silver,1,5
32088,36,Male,16968,Bachelor,East,Silver,0,7
94708,25,Male,40598,College,South,Regular,0,4
85451,39,Female,10263,Masters,North,Silver,0,6
31198,23,Male,49609,Masters,West,Regular,1,5
82125,37,Female,21599,HighSchool,East,Regular,0,6
8257,35,Female,47746,Masters,West,Silver,1,5
33930,26,Male,8602,HighSchool,North,Regular,0,5
49257,29,Male,29454,Bachelor,North,Regular,1,5
69096,30,Female,40008,HighSchool,East,Regular,0,6
16332,37,Male,15052,Bachelor,West,Regular,0,5
66171,35,Male,15760,Masters,West,Silver,0,5
2063,36,Male,39469,Bachelor,South,Regular,0,5
41781,32,Female,5751,College,South,Gold,1,4
65513,28,Female,16666,College,West,Regular,0,4
23193,38,Female,15020,HighSchool,South,Regular,1,4
58125,27,Male,31121,HighSchool,East,Regular,0,6
75596,27,Male,40422,HighSchool,East,Regular,0,5
30875,32,Female,28305,College,South,Regular,1,5
97425,27,Female,19158,College,North,Regular,1,4
99539,27,Female,34220,College,East,Regular,0,7
16801,31,Female,18084,Bachelor,South,Regular,0,7
74940,28,Female,27027,College,East,Regular,0,4
84829,27,Male,12205,HighSchool,West,Silver,0,5
51464,25,Male,20403,Bachelor,South,Gold,0,6
41181,29,Female,14121,Bachelor,East,Regular,0,5
64940,22,Female,42702,Bachelor,West,Regular,1,6
34849,25,Male,45257,College,East,Regular,0,5
8310,25,Female,37098,College,South,Gold,0,5
28101,35,Female,11715,HighSchool,West,Gold,1,4
7216,30,Male,26928,Bachelor,North,Regular,0,5
27022,26,Male,36969,Bachelor,North,Gold,0,5
15045,32,Male,49359,College,East,Gold,0,5
2541,19,Female,24268,Masters,West,Silver,0,6
47993,37,Male,44091,College,West,Gold,0,4
71732,26,Female,35009,College,East,Silver,0,4
97619,32,Female,7137,Masters,East,Regular,0,4
62383,31,Female,26710,College,South,Regular,0,3
47677,34,Female,47918,College,West,Regular,1,2
95791,29,Female,29776,Bachelor,East,Gold,0,4
69805,38,Female,44717,College,West,Regular,0,6
56651,35,Male,23802,HighSchool,South,Regular,0,6
30863,29,Female,21832,HighSchool,West,Regular,0,6
44386,28,Male,15541,College,West,Gold,0,5
4245,30,Male,20482,Masters,West,Regular,0,3
3892,23,Female,23818,HighSchool,South,Gold,1,5
21106,30,Female,33940,HighSchool,West,Regular,0,4
88754,23,Male,25523,HighSchool,South,Regular,1,6
75692,37,Female,24181,HighSchool,West,Regular,1,6
78914,40,Female,28737,College,West,Silver,1,5
98589,21,Female,42456,Bachelor,South,Silver,0,3
82107,31,Male,9216,College,West,Regular,0,4
2299,27,Male,18517,Bachelor,West,Gold,1,6
19212,30,Female,46186,HighSchool,North,Regular,0,3
10830,31,Male,27436,College,West,Silver,0,6
29138,29,Female,41474,HighSchool,West,Regular,1,3
14698,28,Male,10168,HighSchool,West,Regular,0,5
12960,29,Male,30945,College,North,Regular,0,3
13565,31,Male,7352,College,North,Regular,0,6
67355,36,Female,30204,Bachelor,South,Gold,0,5
70116,32,Male,5263,Masters,East,Gold,1,6
6101,26,Female,42713,HighSchool,South,Regular,0,7
84960,30,Male,46719,College,East,Regular,0,5
51362,29,Male,13657,HighSchool,West,Regular,1,4
54128,32,Male,19138,Bachelor,East,Regular,0,4
19455,33,Female,46592,College,East,Silver,0,5
17437,30,Male,12638,Bachelor,South,Regular,1,4
32705,27,Female,42541,HighSchool,West,Regular,0,5
53083,34,Male,36054,Bachelor,North,Silver,0,4
14890,22,Male,40471,Masters,North,Regular,0,5
77075,25,Female,29441,College,South,Regular,1,4
72065,34,Male,15322,College,South,Regular,1,6
18343,28,Male,21262,College,East,Regular,1,5
76636,25,Female,12833,College,North,Regular,0,6
58983,30,Female,29662,College,North,Silver,0,4
69233,33,Male,49082,HighSchool,East,Regular,0,6
53391,29,Male,26218,Masters,North,Regular,0,5
94040,33,Female,42202,Bachelor,North,Silver,1,4
65645,27,Male,47354,College,South,Silver,0,4
35769,23,Female,35892,Masters,North,Regular,0,3
8649,31,Male,19291,Masters,West,Regular,1,4
91530,27,Female,43346,HighSchool,East,Silver,0,6
61936,29,Male,7370,Bachelor,West,Silver,0,6
2714,29,Male,20560,College,East,Regular,0,6
59703,29,Female,46962,Bachelor,North,Regular,0,4
59063,26,Female,5848,College,East,Silver,0,6
9966,30,Male,7398,College,East,Regular,1,7
1177,27,Female,5311,College,North,Regular,0,6
14045,33,Male,16976,Bachelor,West,Regular,0,5
58365,36,Male,27949,Masters,South,Silver,0,6
34629,27,Male,25996,Bachelor,West,Regular,0,6
7891,25,Female,38779,Bachelor,West,Regular,0,6
36629,34,Male,13404,Bachelor,East,Silver,1,4
21843,24,Male,13925,Bachelor,West,Regular,0,4
34848,31,Female,14845,College,South,Regular,0,5
10580,29,Male,6523,College,East,Regular,1,5
86258,28,Male,36628,College,East,Silver,0,6
80954,29,Male,13969,College,East,Silver,0,6
7096,29,Male,39493,Bachelor,West,Silver,1,6
90340,33,Male,5932,College,West,Silver,0,5
60178,27,Male,43734,College,East,Silver,0,6
38885,33,Male,39321,Bachelor,East,Regular,0,4
42004,29,Female,8055,Masters,East,Silver,0,5
81017,30,Male,34318,College,North,Regular,1,5
16441,29,Female,21838,Bachelor,East,Regular,0,7
44833,29,Male,16180,Bachelor,East,Gold,0,6
68602,27,Female,38930,HighSchool,West,Silver,1,4
87798,32,Female,40315,Bachelor,East,Silver,0,5
95714,24,Female,41031,Masters,East,Regular,0,4
51678,32,Male,16561,Masters,North,Regular,0,6
56712,29,Female,6569,College,South,Regular,0,6
97337,27,Male,18058,College,South,Silver,0,5
95276,26,Male,48644,HighSchool,North,Regular,0,4
3242,26,Male,44658,College,West,Regular,0,4
65572,32,Female,42701,HighSchool,South,Gold,0,6
76793,36,Male,38662,College,West,Regular,0,5
843,28,Male,36817,College,North,Silver,1,4
66826,31,Female,32308,College,East,Silver,0,3
72267,28,Female,22962,College,West,Silver,1,5
64905,23,Female,15741,HighSchool,North,Silver,1,5
29651,32,Female,9313,College,West,Gold,0,7
56670,31,Male,6615,Bachelor,South,Regular,1,6
77580,40,Male,47175,Masters,East,Regular,0,5
91469,30,Female,21138,College,South,Gold,0,5
57445,23,Male,42934,Bachelor,West,Regular,1,4
90033,25,Male,7123,Masters,North,Regular,0,6
80940,29,Female,11461,HighSchool,West,Regular,0,6
73235,39,Female,10775,HighSchool,North,Regular,0,6
24238,28,Female,41509,College,West,Gold,1,6
91590,29,Male,12562,Bachelor,South,Regular,0,4
59848,26,Female,35878,Bachelor,West,Regular,0,6
58732,32,Female,37879,College,East,Silver,1,6
93889,34,Female,14418,Masters,North,Gold,0,5
4644,29,Male,12367,College,West,Regular,0,6
97145,33,Female,37012,Bachelor,West,Regular,0,7
49561,31,Male,21853,Bachelor,West,Regular,1,5
47437,29,Female,34038,College,North,Gold,0,6
62621,31,Female,13265,Bachelor,East,Silver,0,5
35404,24,Male,14686,College,East,Regular,1,5
3017,31,Female,9245,HighSchool,East,Regular,0,5
15040,29,Male,18412,College,West,Regular,0,6
98734,31,Male,20577,College,East,Regular,0,5
53057,29,Male,32599,Masters,North,Regular,0,4
42513,25,Female,38236,Masters,South,Regular,0,6
14443,32,Male,24139,Bachelor,West,Silver,1,6
30896,36,Male,17042,College,South,Regular,0,4
13520,33,Male,17489,College,North,Silver,0,5
72855,39,Male,23262,HighSchool,North,Regular,0,3
60199,38,Female,38194,HighSchool,South,Regular,0,5
38717,35,Female,49633,Bachelor,South,Silver,0,5
25129,25,Female,39134,College,East,Regular,0,5
42473,19,Female,45119,Bachelor,South,Regular,0,4
96443,28,Male,5198,College,West,Silver,1,6
64593,29,Male,48582,College,South,Silver,0,6
98357,25,Female,34007,HighSchool,East,Regular,1,6
64720,33,Male,9496,HighSchool,East,Regular,0,5
33862,29,Male,13972,College,South,Gold,1,5
40579,30,Female,35090,Bachelor,West,Regular,1,3
94036,38,Female,36242,College,South,Gold,0,5
98282,26,Female,19650,Bachelor,North,Silver,1,6
58523,29,Male,37819,HighSchool,South,Regular,0,6
14767,37,Male,39948,Bachelor,North,Silver,0,5
89353,32,Female,47033,HighSchool,East,Regular,1,4
49078,34,Female,36869,Bachelor,North,Regular,0,5
31999,30,Male,30740,Masters,South,Silver,1,6
28786,27,Female,14072,College,North,Gold,0,5
12078,34,Female,10378,Bachelor,West,Silver,0,4
87375,28,Female,48102,Bachelor,South,Regular,0,5
79082,37,Male,7229,College,East,Regular,1,6
86301,30,Female,19168,College,South,Regular,0,5
42353,37,Male,47003,HighSchool,South,Regular,1,6
11795,24,Male,45615,Bachelor,North,Silver,0,4
80293,25,Male,35256,Bachelor,West,Regular,0,5
41534,35,Male,45208,College,North,Silver,0,5
96666,28,Female,47642,Bachelor,West,Regular,1,5
55411,32,Male,29028,Bachelor,North,Regular,0,6
48262,33,Male,15140,College,East,Silver,0,4
96084,26,Male,31372,College,West,Gold,0,6
53173,30,Male,14102,HighSchool,East,Regular,1,6
47988,25,Female,14640,HighSchool,East,Silver,0,5
80783,30,Male,34638,College,West,Regular,0,4
1739,29,Female,31302,College,East,Regular,0,6
55816,23,Male,29145,College,East,Regular,0,5
58012,29,Male,41726,Bachelor,West,Regular,0,4
72120,33,Female,37460,College,North,Regular,0,5
96190,17,Female,48889,Bachelor,North,Regular,1,6
85808,30,Female,23955,Bachelor,North,Silver,0,6
47124,31,Female,15132,College,North,Regular,1,4
93669,36,Female,25676,College,West,Silver,0,5
15084,27,Female,26642,College,West,Regular,1,5
